Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,,Price
Honda Amaze V Petrol,Kochi,2016,40866,Petrol,Manual,First,19.5,1199,86.76,5,5.47,547000
Jaguar XF 2.2 Litre Luxury,Pune,2014,55001,Diesel,Automatic,First,16.36,2179,187.7,5,31,3100000
Mini Cooper Convertible S,Kochi,2017,20469,Petrol,Automatic,First,16.82,1998,189.08,4,35.98,3598000
Hyundai EON Era Plus,Jaipur,2017,8500,Petrol,Manual,First,21.1,814,55.2,5,3.42,342000
Audi A6 3.0 TDI quattro,Ahmedabad,2008,45000,Diesel,Automatic,Second,16.77,2967,241.38,5,11.5,1150000
Hyundai i20 Active 1.2 SX Dual Tone,Pune,2016,6000,Petrol,Manual,First,17.19,1197,81.86,5,7.25,725000
Maruti Swift AMT DDiS VDI,Chennai,2018,11000,Diesel,Manual,First,28.4,1248,74,5,8,800000
Ford Ecosport 1.5 DV5 MT Titanium,Kochi,2015,80064,Diesel,Manual,First,22.7,1498,89.84,5,7.33,733000
Maruti Wagon R VXI BS IV with ABS,Kolkata,2016,29930,Petrol,Manual,First,18.9,998,67.1,5,3.35,335000
Volkswagen Vento 1.5 TDI Highline,Mumbai,2013,49105,Diesel,Manual,First,20.34,1498,103.2,5,4.4,440000
Toyota Etios VX,Kolkata,2012,55000,Petrol,Manual,First,17.6,1496,88.7,5,2.99,299000
Honda Jazz 1.2 SV i VTEC,Bangalore,2015,23000,Petrol,Manual,First,18.7,1199,88.7,5,5.6,560000
Volkswagen CrossPolo 1.5 TDI,Coimbatore,2016,54727,Diesel,Manual,First,20.14,1498,88.73,5,6.63,663000
Volkswagen Ameo 1.5 TDI Highline,Kochi,2018,31426,Diesel,Manual,First,21.66,1498,108.62,5,7.9,790000
Honda City V MT Exclusive,Kochi,2015,53442,Petrol,Manual,First,16.8,1497,116.3,5,7,700000
Honda Brio VX AT,Hyderabad,2014,28000,Petrol,Automatic,First,16.5,1198,86.8,5,4.95,495000
Skoda Rapid 1.6 MPI AT Style,Mumbai,2017,13412,Petrol,Automatic,First,14.3,1598,103.52,5,9.19,919000
Hyundai Verna CRDi,Hyderabad,2011,70000,Diesel,Manual,First,16.8,1493,110,5,5.1,510000
Hyundai i20 Active S Diesel,Jaipur,2015,81310,Diesel,Manual,First,21.19,1396,88.76,5,5.9,590000
Maruti Baleno Alpha CVT,Kochi,2019,13574,Petrol,Automatic,First,21.4,1197,83.1,5,9.51,951000
Honda CR-V 2.4L 4WD MT,Mumbai,2008,75000,Petrol,Manual,Second,11.1,2354,158.8,5,3.9,390000
Maruti Swift Dzire VXI,Coimbatore,2014,58310,Petrol,Manual,Second,19.1,1197,85.8,5,5.39,539000
Maruti Swift Dzire VDi,Pune,2009,90000,Diesel,Manual,Second,19.3,1248,73.9,5,3,300000
Maruti Swift Dzire ZDI,Jaipur,2012,83000,Diesel,Manual,First,23.4,1248,74,5,4.3,430000
Maruti Swift Dzire ZXI,Jaipur,2017,37282,Petrol,Manual,First,20.85,1197,83.14,5,6.75,675000
Hyundai Grand i10 Sportz,Jaipur,2017,23000,Petrol,Manual,First,18.9,1197,82,5,4.5,450000
Ford Fiesta 1.4 ZXi TDCi ABS,Chennai,2010,82000,Diesel,Manual,First,17.8,1399,68,5,2.75,275000
Hyundai Verna 1.6 CRDi S,Chennai,2016,31000,Diesel,Manual,First,23.9,1582,126.2,5,9,900000
Ford Figo Diesel EXI,Delhi,2014,45001,Diesel,Manual,Second,20,1399,68.05,5,2.55,255000
Tata Manza Aqua Quadrajet BS IV,Coimbatore,2014,50446,Diesel,Manual,First,21.12,1248,88.8,5,3.54,354000
Honda Civic 2006-2010 1.8 S MT,Ahmedabad,2009,89000,Petrol,Manual,First,13.5,1799,130,5,4.25,425000
Maruti Alto LX BSIII,Ahmedabad,2007,72000,Petrol,Manual,Second,19.7,796,46.3,5,1.2,120000
BMW 5 Series 520d Luxury Line,Ahmedabad,2013,90000,Diesel,Automatic,First,22.48,1995,190,5,19.5,1950000
Mahindra XUV500 W8 2WD,Bangalore,2015,76000,Diesel,Manual,Second,16,2179,140,7,12,1200000
Maruti Ritz VDi,Hyderabad,2012,78401,Diesel,Manual,First,23.2,1248,73.94,5,3.9,390000
Maruti Vitara Brezza ZDi Plus,Kochi,2017,38426,Diesel,Manual,First,24.3,1248,88.5,5,9.13,913000
Maruti Eeco 7 Seater Standard,Pune,2011,45000,Petrol,Manual,First,15.1,1196,73,7,2.25,225000
Maruti Swift Dzire 1.2 Vxi BSIV,Mumbai,2012,83000,Petrol,Manual,First,17.5,1197,85.8,5,3.25,325000
Hyundai Creta 1.6 CRDi AT SX Plus,Coimbatore,2017,50170,Diesel,Automatic,First,17.01,1582,126.2,5,14.79,1479000
Maruti Wagon R LXI,Mumbai,2010,37822,Petrol,Manual,First,22.5,998,67.04,5,2.35,235000
Maruti Celerio ZDi,Kolkata,2015,33517,Diesel,Manual,First,27.62,793,47,5,3.1,310000
Hyundai Santa Fe 2WD AT,Delhi,2014,110000,Diesel,Automatic,First,13.01,2199,194.3,7,12.9,1290000
Hyundai EON D Lite Plus Option,Kolkata,2017,60000,Petrol,Manual,First,21.1,814,55.2,5,2.5,250000
Hyundai i20 Sportz 1.2,Delhi,2013,92408,Petrol,Manual,First,18.5,1197,82.85,5,3.65,365000
Hyundai Verna 1.6 SX VTVT (O),Bangalore,2014,45000,Petrol,Manual,First,17.1,1591,121.3,5,7.5,750000
Honda Brio S Option MT,Kochi,2013,33793,Petrol,Manual,First,18.4,1198,86.8,5,3.74,374000
Maruti Swift VXI Optional,Kochi,2017,26327,Petrol,Manual,First,20.4,1197,81.8,5,5.86,586000
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,20604,Diesel,Automatic,First,19.27,2143,167.62,5,39.62,3962000
Maruti Swift VDI Optional,Coimbatore,2018,61386,Diesel,Manual,First,25.2,1248,74,5,7.05,705000
Maruti Swift AMT VDI,Delhi,2018,11500,Diesel,Automatic,First,28.4,1248,74,5,7.5,750000
Chevrolet Beat Diesel LS,Chennai,2012,58000,Diesel,Manual,First,25.44,936,57.6,5,2.1,210000
Skoda Superb Elegance 1.8 TSI AT,Delhi,2014,38000,Petrol,Automatic,First,13.7,1798,157.75,5,11.6,1160000
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Bangalore,2012,49000,Diesel,Automatic,Second,14.84,2143,167.62,5,19.25,1925000
Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,2017,72202,Diesel,Manual,First,13.68,2393,147.8,8,17.92,1792000
Hyundai i10 Sportz,Kolkata,2016,7000,Petrol,Manual,First,20.36,1197,78.9,5,3.6,360000
Honda Amaze S i-DTEC,Ahmedabad,2014,20000,Diesel,Manual,Second,25.8,1498,98.6,5,4.5,450000
Hyundai i20 Magna 1.4 CRDi (Diesel),Hyderabad,2017,14061,Diesel,Manual,First,21.9,1396,88.76,5,7.4,740000
Mercedes-Benz GLE 350d,Coimbatore,2018,30706,Diesel,Automatic,First,11.57,2987,254.79,5,59.29,5929000
Mahindra Scorpio 2009-2014 SLE 7S BSIV,Kolkata,2011,51387,Diesel,Manual,First,12.05,2179,120,7,5.5,550000
Hyundai Getz GLE,Bangalore,2006,44000,Petrol,Manual,Second,15.3,1341,83,5,1.75,175000
Maruti Baleno Alpha,Mumbai,2016,12208,Petrol,Manual,First,21.4,1197,83.1,5,6.75,675000
Chevrolet Optra Magnum 2.0 LT,Chennai,2011,55000,Diesel,Manual,First,16.52,1991,123.7,5,3.95,395000
Hyundai Verna 1.6 SX VTVT (O),Mumbai,2011,61600,Petrol,Manual,First,17.1,1591,121.3,5,4.2,420000
Honda City 1.5 V MT,Hyderabad,2016,28414,Petrol,Manual,First,17,1497,118,5,8.4,840000
Volkswagen Polo GT TSI,Mumbai,2017,27853,Petrol,Automatic,First,17.21,1197,103.5,5,8.25,825000
Honda Brio E MT,Bangalore,2013,55116,Petrol,Manual,First,19.4,1198,86.8,5,3.31,331000
Maruti Swift Dzire VDI,Ahmedabad,2017,26000,Diesel,Manual,First,26.59,1248,74,5,7.5,750000
Honda City 1.5 V MT Exclusive,Pune,2012,45496,Petrol,Manual,First,17,1497,118,5,4.75,475000
Mahindra Ssangyong Rexton RX7,Pune,2013,76000,Diesel,Automatic,Second,11.18,2696,184,7,8.79,879000
Skoda Superb Elegance 1.8 TSI MT,Pune,2014,136000,Petrol,Manual,First,13.1,1798,157.75,5,9.5,950000
Maruti Alto LXi,Kolkata,2010,38127,Petrol,Manual,First,19.7,796,46.3,5,1.55,155000
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),Jaipur,2014,82450,Diesel,Manual,First,23,1396,90,5,5.85,585000
Ford Ecosport 1.5 Ti VCT MT Trend,Coimbatore,2014,62497,Petrol,Manual,First,15.8,1499,110,5,7.52,752000
Nissan Micra Diesel XV,Hyderabad,2011,86732,Diesel,Manual,First,23.08,1461,63.1,5,3.6,360000
Honda Brio E MT,Kochi,2016,27969,Petrol,Manual,First,19.4,1198,86.8,5,4.73,473000
Mahindra Ssangyong Rexton RX7,Delhi,2013,66372,Diesel,Automatic,First,11.18,2696,184,7,10.5,1050000
BMW 7 Series 730Ld Sedan,Coimbatore,2013,73525,Diesel,Automatic,First,16.46,2993,258,5,34.54,3454000
Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2018,20689,Petrol,Manual,First,18.9,1197,81.86,5,6.07,607000
Maruti Baleno Delta 1.2,Coimbatore,2018,25093,Petrol,Manual,First,21.4,1197,83.1,5,7.76,776000
Mahindra Xylo E8 ABS BS IV,Coimbatore,2016,49176,Diesel,Manual,First,11.68,2498,112,8,7.46,746000
Renault Fluence Diesel E4,Delhi,2012,87510,Diesel,Manual,First,21.8,1461,78,5,3.49,349000
Hyundai i20 1.2 Magna,Coimbatore,2012,38214,Petrol,Manual,Second,18.5,1197,80,5,4.05,405000
Mitsubishi Pajero 2.8 SFX,Kochi,2013,48986,Diesel,Manual,First,10.5,2835,107.2,6,11.88,1188000
Toyota Corolla Altis 2008-2013 1.8 VL AT,Pune,2011,88000,Petrol,Automatic,First,14.53,1794,138.1,5,6.45,645000
BMW X5 X5 M,Pune,2015,69002,Diesel,Automatic,First,15.97,2993,258,5,50,5000000
BMW 3 Series 2005-2011 325i Sedan,Pune,2011,43706,Petrol,Automatic,First,10.9,2497,215,5,9,900000
Hyundai Creta 1.6 CRDi AT SX Plus,Coimbatore,2016,58671,Diesel,Automatic,First,17.01,1582,126.2,5,14.25,1425000
Mahindra TUV 300 2015-2019 T8,Coimbatore,2017,49404,Diesel,Manual,First,18.49,1493,100,7,7.36,736000
Mahindra Scorpio VLX 2.2 mHawk BSIII,Delhi,2010,72000,Diesel,Manual,First,12.05,2179,120,8,4.4,440000
Renault KWID RXT,Mumbai,2016,24000,Petrol,Manual,First,25.17,799,53.3,5,3.1,310000
Renault KWID 1.0 RXT Optional AMT,Coimbatore,2017,53285,Petrol,Automatic,First,22.5,999,67,5,4.28,428000
Maruti Swift VXi BSIV,Pune,2017,12000,Petrol,Manual,First,16.1,1197,85,5,5.5,550000
Skoda Laura 1.9 TDI AT Ambiente,Kolkata,2012,45000,Diesel,Automatic,First,17,1896,105,5,6.99,699000
Maruti Alto 800 2016-2019 VXI,Coimbatore,2018,26234,Petrol,Manual,First,24.7,796,47.3,5,4.29,429000
Maruti Swift VXI,Delhi,2014,55000,Petrol,Manual,First,18.6,1197,85.8,5,4.2,420000
Hyundai i20 1.4 CRDi Sportz,Pune,2012,90000,Diesel,Manual,First,23,1396,90,5,4.11,411000
Audi Q3 2012-2015 35 TDI Quattro Premium,Mumbai,2015,48000,Diesel,Automatic,First,15.73,1968,174.33,5,18.75,1875000
Mercedes-Benz GLE 350d,Mumbai,2017,19863,Diesel,Automatic,First,11.57,2987,254.79,5,64.95,6495000
Hyundai i10 Era,Mumbai,2010,55000,Petrol,Manual,Second,19.81,1086,68.05,5,1.59,159000
Maruti Wagon R LXI Optional,Kolkata,2016,4800,Petrol,Manual,First,20.51,998,67.04,5,3.6,360000
Honda City i VTEC V,Kochi,2017,38607,Petrol,Manual,Second,17.8,1497,117.3,5,7.87,787000
Hyundai Grand i10 1.2 Kappa Sportz,Mumbai,2018,3958,Petrol,Manual,First,18.9,1197,81.86,5,5.55,555000
Honda City i DTEC VX,Jaipur,2014,74000,Diesel,Manual,Second,25.1,1498,98.6,5,6.4,640000
Maruti Swift Dzire VXi,Mumbai,2009,54540,Petrol,Manual,Third,17.5,1298,85.8,5,2.65,265000
Maruti Swift Dzire ZXi,Delhi,2015,58400,Petrol,Manual,First,17.5,1298,85.8,5,5.5,550000
Mahindra XUV500 W8 2WD,Kochi,2013,73648,Diesel,Manual,First,15.1,2179,140,7,7.31,731000
Maruti Ciaz ZDi Plus SHVS,Jaipur,2016,83000,Diesel,Manual,First,28.09,1248,88.5,5,7.1,710000
Hyundai Verna 1.6 SX CRDi (O),Kochi,2016,16159,Diesel,Manual,First,22.32,1582,126.32,5,7.83,783000
Hyundai Accent CRDi,Mumbai,2005,150000,Diesel,Manual,First,13.1,1493,82,5,0.85,85000
Honda Brio S MT,Mumbai,2014,22100,Petrol,Manual,First,19.4,1198,86.8,5,3.55,355000
Hyundai i20 Active 1.2 SX,Coimbatore,2017,35043,Petrol,Manual,First,17.19,1197,81.86,5,8.19,819000
BMW 3 Series 320d Sport Line,Pune,2018,24000,Diesel,Automatic,First,18.88,1995,184,5,28,2800000
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Chennai,2015,480000,Diesel,Automatic,First,16.96,1968,138.03,5,13,1300000
Volkswagen Polo Petrol Highline 1.6L,Chennai,2011,70000,Petrol,Manual,Second,15.26,1598,103.5,5,3.29,329000
Maruti Swift VXi BSIV,Pune,2015,13769,Petrol,Manual,Second,16.1,1197,85,5,4.41,441000
Renault Duster 110PS Diesel RxZ,Kolkata,2013,58000,Diesel,Manual,First,19.01,1461,108.45,5,4.99,499000
BMW X3 xDrive 20d Luxury Line,Hyderabad,2009,58000,Diesel,Automatic,First,18.56,1995,190,5,17.98,1798000
Fiat Avventura MULTIJET Emotion,Coimbatore,2018,18705,Diesel,Manual,First,20.5,1248,91.72,5,7.71,771000
Maruti Wagon R Stingray VXI,Delhi,2013,32378,Petrol,Manual,First,20.51,998,67.04,5,2.8,280000
Chevrolet Sail Hatchback LS ABS,Kolkata,2013,45000,Diesel,Manual,First,22.1,1248,76.9,5,3,300000
Mahindra XUV500 W8 2WD,Coimbatore,2015,36836,Diesel,Manual,First,15.1,2179,140,7,12.49,1249000
Tata Zest Quadrajet 1.3,Kochi,2016,54199,Diesel,Manual,First,23,1248,88.8,5,5,500000
BMW X3 xDrive20d xLine,Kochi,2017,36935,Diesel,Automatic,First,18.56,1995,190,5,32.64,3264000
Maruti Swift VDI BSIV,Chennai,2015,23000,Diesel,Manual,First,25.2,1248,74,5,6.5,650000
BMW 5 Series 2013-2017 520d Luxury Line,Bangalore,2015,14000,Diesel,Automatic,First,18.12,1995,190,5,35,3500000
Tata Indigo CS eVX,Chennai,2015,100073,Diesel,Manual,Second,25,1396,69.01,5,2,200000
Mahindra XUV500 W8 2WD,Kochi,2015,59182,Diesel,Manual,First,15.1,2179,140,7,9.46,946000
Audi Q7 35 TDI Quattro Premium Plus,Kochi,2016,72132,Diesel,Automatic,Second,12.07,2967,241.4,7,39,3900000
BMW 5 Series 2003-2012 520d,Hyderabad,2009,79000,Diesel,Automatic,First,18.48,1995,177,5,15,1500000
Hyundai Verna 1.6 SX VTVT (O),Coimbatore,2013,66930,Petrol,Manual,First,17.1,1591,121.3,5,6.15,615000
Hyundai Santa Fe 4WD AT,Pune,2015,100000,Diesel,Automatic,Second,13.01,2199,194.3,7,14.5,1450000
Maruti Wagon R AMT VXI,Kochi,2018,27413,Petrol,Automatic,First,20.51,998,67,5,5.18,518000
Maruti Wagon R LX BSIII,Pune,2007,90000,Petrol,Manual,Second,17.3,1061,64,5,1.24,124000
Hyundai i20 Sportz 1.2,Kolkata,2013,40300,Petrol,Manual,First,18.5,1197,82.85,5,2.8,280000
Skoda Superb Elegance 1.8 TSI AT,Kochi,2011,73783,Petrol,Automatic,Second,13.7,1798,157.75,5,5.23,523000
Hyundai Getz GLS,Pune,2005,86000,Petrol,Manual,Second,15.3,1341,83,5,0.45,45000
Maruti Wagon R LXI BS IV,Delhi,2014,65694,Petrol,Manual,First,18.9,998,67.1,5,3.25,325000
Maruti Omni MPI CARGO BSIV,Kolkata,2015,23000,Petrol,Manual,First,16.8,796,34.2,5,1.5,150000
Hyundai i10 Magna 1.2,Mumbai,2012,51000,Petrol,Manual,First,20.36,1197,78.9,5,2.85,285000
Renault KWID 1.0 RXT Optional,Kochi,2018,18335,Petrol,Manual,First,21.7,999,67,5,4.5,450000
Mercedes-Benz B Class 2012-2015 B200 Sport CDI,Bangalore,2014,36000,Diesel,Automatic,First,15,2147,107.3,5,16.25,1625000
Volkswagen Polo GT TSI,Mumbai,2017,25000,Petrol,Automatic,First,17.21,1197,103.5,5,7.75,775000
Mahindra Scorpio VLX 4WD,Bangalore,2007,81000,Diesel,Manual,Third,12.05,2179,120,8,4.35,435000
Toyota Fortuner 2.8 2WD AT,Kochi,2019,21719,Diesel,Automatic,First,12.9,2755,174.5,7,33.13,3313000
Chevrolet Beat Diesel LT,Coimbatore,2013,75421,Diesel,Manual,First,25.44,936,56.3,5,3.63,363000
Toyota Innova 2.5 G4 Diesel 8-seater,Delhi,2010,80000,Diesel,Manual,First,12.8,2494,102,8,4.75,475000
Maruti Swift Dzire VXI,Kochi,2018,10671,Petrol,Manual,First,20.85,1197,83.14,5,6.51,651000
Renault KWID Climber 1.0 MT,Hyderabad,2018,4126,Petrol,Manual,First,21.7,999,67,5,4.8,480000
Tata Bolt Quadrajet XM,Hyderabad,2017,98500,Diesel,Manual,First,22.95,1248,74,5,6,600000
Hyundai Grand i10 Asta,Coimbatore,2016,61578,Petrol,Manual,First,18.9,1197,82,5,6.4,640000
Volkswagen Vento 1.5 TDI Highline,Ahmedabad,2014,54000,Diesel,Manual,First,20.34,1498,103.2,5,4.9,490000
Audi A6 2011-2015 2.0 TDI,Coimbatore,2013,70998,Diesel,Automatic,First,17.68,1968,174.33,5,20.57,2057000
Maruti Swift Dzire Ldi BSIV,Kolkata,2015,40082,Diesel,Manual,First,19.3,1248,73.9,5,4.76,476000
Chevrolet Spark 1.0 LT,Kochi,2012,50619,Petrol,Manual,First,18,995,62,5,2,200000
BMW 3 Series 320d,Coimbatore,2009,103905,Diesel,Automatic,First,22.69,1995,190,5,9.92,992000
Hyundai EON Era Plus,Kochi,2018,15334,Petrol,Manual,First,21.1,814,55.2,5,3.69,369000
Maruti Swift Dzire VDI,Hyderabad,2013,69000,Diesel,Manual,First,23.4,1248,74,5,5.75,575000
Volkswagen CrossPolo 1.5 TDI,Hyderabad,2014,75160,Diesel,Manual,First,20.14,1498,88.5,5,5.7,570000
Honda Amaze E i-Vtech,Coimbatore,2014,44753,Petrol,Manual,First,18,1198,86.7,5,4.94,494000
Volkswagen Vento Petrol Highline AT,Kochi,2012,53024,Petrol,Automatic,First,14.4,1598,103.6,5,4.29,429000
Maruti Wagon R Stingray VXI,Kolkata,2014,23840,Petrol,Manual,First,20.51,998,67.04,5,3,300000
Volkswagen Polo 1.5 TDI Highline,Hyderabad,2014,81298,Diesel,Manual,First,20.14,1498,88.8,5,6.5,650000
Volkswagen Polo Petrol Comfortline 1.2L,Jaipur,2015,59000,Petrol,Manual,Second,16.47,1198,73.9,5,4.9,490000
Honda Amaze SX i-DTEC,Kochi,2016,51806,Diesel,Manual,First,25.8,1498,98.6,5,5.4,540000
Audi A6 35 TDI Matrix,Delhi,2014,56000,Diesel,Automatic,First,18.53,1968,187.74,5,24,2400000
Tata Tigor 1.05 Revotorq XZ Option,Kochi,2019,29279,Diesel,Manual,First,24.7,1047,69,5,7.46,746000
Volkswagen Vento 1.5 TDI Highline AT,Kochi,2017,33550,Diesel,Automatic,First,21.5,1498,108.5,5,9.6,960000
Audi A6 35 TDI Matrix,Hyderabad,2014,62000,Diesel,Automatic,First,18.53,1968,187.74,5,25,2500000
Nissan Terrano XL 110 PS,Hyderabad,2014,66000,Diesel,Manual,First,19.01,1461,108.5,5,6.8,680000
Skoda Rapid 1.5 TDI AT Elegance,Coimbatore,2016,46630,Diesel,Automatic,First,21.66,1498,103.52,5,8.59,859000
Ford Figo Aspire 1.5 TDCi Trend,Hyderabad,2016,72566,Diesel,Manual,First,25.83,1498,99,5,5.29,529000
Tata Venture EX,Pune,2011,51482,Diesel,Manual,First,15.42,1405,70,8,2.5,250000
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Chennai,2011,90000,Diesel,Automatic,First,14.84,2143,167.62,5,13.9,1390000
Toyota Fortuner 4x2 Manual,Jaipur,2014,69000,Diesel,Manual,Second,13,2982,168.5,7,20,2000000
Honda City 1.5 V MT,Delhi,2011,90000,Petrol,Manual,Second,17,1497,118,5,3.4,340000
Hyundai i20 Asta Option 1.2,Mumbai,2015,39000,Petrol,Manual,First,18.6,1197,81.83,5,5.5,550000
Volkswagen Vento Diesel Trendline,Hyderabad,2012,110000,Diesel,Manual,Second,20.54,1598,103.6,5,3.65,365000
Ford Endeavour 2.5L 4X2 MT,Kochi,2011,68022,Diesel,Manual,First,13.1,2499,141,7,5.86,586000
Ford EcoSport 1.5 Petrol Titanium Plus AT,Coimbatore,2018,27852,Petrol,Automatic,First,14.8,1497,121.36,5,10.44,1044000
Hyundai i20 Sportz Diesel,Coimbatore,2011,68439,Diesel,Manual,First,23,1396,90,5,3.37,337000
Toyota Innova 2.5 VX (Diesel) 8 Seater,Delhi,2011,150000,Diesel,Manual,First,12.99,2494,100.6,8,6.95,695000
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Mumbai,2018,14000,Diesel,Manual,First,21.5,1497,108.5,5,9.9,990000
Ford Figo Diesel Titanium,Hyderabad,2012,71558,Diesel,Manual,First,20,1399,68.05,5,3.3,330000
Porsche Panamera Diesel,Delhi,2013,48000,Diesel,Automatic,Second,17.85,2967,300,4,50.5,5050000
Hyundai Creta 1.6 CRDi AT SX Plus,Jaipur,2015,65800,Diesel,Automatic,First,17.01,1582,126.2,5,12.5,1250000
Audi A4 2.0 TDI Multitronic,Hyderabad,2014,53000,Diesel,Automatic,First,16.55,1968,140,5,20.5,2050000
Mahindra XUV500 W8 4WD,Kolkata,2017,14600,Diesel,Manual,First,16,2179,140,7,14.5,1450000
Isuzu MUX 4WD,Jaipur,2017,34429,Diesel,Automatic,First,13.8,2999,174.57,7,20,2000000
Maruti Swift Dzire VDI,Delhi,2014,52000,Diesel,Manual,First,23.4,1248,74,5,5.25,525000
Maruti Ciaz ZXi,Kolkata,2015,25470,Petrol,Manual,First,20.73,1373,91.1,5,5.9,590000
Hyundai EON Era Plus,Pune,2013,22000,Petrol,Manual,First,21.1,814,55.2,5,2.6,260000
Mercedes-Benz E-Class 280 CDI,Chennai,2007,75000,Diesel,Automatic,First,11,2987,198.5,5,11,1100000
BMW 5 Series 2003-2012 520d,Pune,2011,95995,Diesel,Automatic,First,18.48,1995,177,5,15.5,1550000
Hyundai Grand i10 1.2 CRDi Sportz Option,Jaipur,2017,26877,Diesel,Manual,First,24,1186,73.97,5,5.75,575000
Jaguar XJ 3.0L Portfolio,Hyderabad,2015,26000,Diesel,Automatic,First,14.47,2993,301.73,5,75,7500000
Maruti Swift Ldi BSIII,Chennai,2007,140000,Diesel,Manual,Second,17.8,1248,75,5,2,200000
Hyundai Santro Xing GLS,Hyderabad,2008,95291,Petrol,Manual,First,17.92,1086,62.1,5,2.3,230000
Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,2009,135000,Diesel,Manual,Second,12.8,2494,102,8,8.2,820000
Hyundai i20 Sportz 1.2,Kolkata,2015,32000,Petrol,Manual,First,18.6,1197,81.83,5,4.8,480000
Mercedes-Benz E-Class 280 CDI,Mumbai,2008,68333,Diesel,Automatic,Second,11,2987,198.5,5,8.5,850000
Ford Figo Diesel ZXI,Chennai,2011,72000,Diesel,Manual,First,20,1399,68,5,2.9,290000
Toyota Corolla Altis 1.4 DG,Ahmedabad,2012,52100,Diesel,Manual,First,21.43,1364,86.79,5,6.5,650000
Hyundai Grand i10 1.2 Kappa Sportz,Jaipur,2018,10000,Petrol,Manual,First,18.9,1197,81.86,5,5.85,585000
Jeep Compass 2.0 Limited 4X4,Coimbatore,2019,6261,Diesel,Manual,First,16.3,1956,170,5,23.91,2391000
Maruti Ignis 1.2 AMT Alpha,Coimbatore,2019,3906,Petrol,Automatic,First,20.89,1197,81.8,5,7.36,736000
Toyota Fortuner 3.0 Diesel,Pune,2014,55960,Diesel,Manual,First,11.5,2982,171,7,17.25,1725000
Volkswagen Vento Diesel Highline,Jaipur,2013,144000,Diesel,Manual,First,20.54,1598,103.6,5,7,700000
Toyota Innova Crysta 2.4 VX MT,Mumbai,2017,38000,Diesel,Manual,First,13.68,2393,147.8,7,17.65,1765000
Ford Figo Diesel Celebration Edition,Jaipur,2013,51000,Diesel,Manual,First,20,1399,68.1,5,2.5,250000
Toyota Platinum Etios 1.4 GXD,Hyderabad,2015,150000,Diesel,Manual,First,23.59,1364,67.05,5,6,600000
Mahindra Thar DI 4X4,Mumbai,2018,2500,Diesel,Manual,First,18.06,2523,63,7,8.25,825000
Land Rover Range Rover HSE Dynamic,Kochi,2018,41661,Diesel,Automatic,First,12.7,2179,187.7,5,44.83,4483000
BMW 3 Series 320d Highline,Delhi,2011,64000,Diesel,Automatic,First,16.07,1995,181,5,10.5,1050000
Hyundai Accent GLS,Bangalore,2008,80000,Petrol,Manual,Second,13.2,1495,94,5,1.9,190000
Maruti Celerio ZXI AT,Jaipur,2016,30000,Petrol,Automatic,Second,23.1,998,67.04,5,4.25,425000
Jaguar XF 2.2 Litre Luxury,Chennai,2014,43000,Diesel,Automatic,Second,16.36,2179,187.7,5,26.5,2650000
Audi A6 2.7 TDI,Bangalore,2013,90000,Diesel,Automatic,Second,12.4,2698,179.5,5,22.5,2250000
Nissan Micra Diesel XV,Hyderabad,2011,123880,Diesel,Manual,First,23.08,1461,63.1,5,3.3,330000
Honda Amaze S i-Vtech,Jaipur,2015,42000,Petrol,Manual,Second,18,1198,86.7,5,4.3,430000
Renault Duster 85PS Diesel RxL Option,Chennai,2012,79824,Diesel,Manual,First,19.87,1461,83.8,5,5.25,525000
Toyota Innova 2.5 G (Diesel) 8 Seater,Jaipur,2015,75000,Diesel,Manual,First,12.99,2494,100.6,8,11.75,1175000
Honda Amaze E i-Vtech,Ahmedabad,2014,72411,Petrol,Manual,First,18,1198,86.7,5,4.25,425000
Mercedes-Benz New C-Class C 250 CDI Elegance,Delhi,2012,63000,Diesel,Automatic,First,14.94,2143,204,5,14.22,1422000
Toyota Etios Liva G,Chennai,2015,53713,Petrol,Manual,First,17.71,1197,78.9,5,4.2,420000
Toyota Innova Crysta 2.8 GX AT 8S,Delhi,2017,18000,Diesel,Automatic,First,11.36,2755,171.5,8,18.25,1825000
Mercedes-Benz New C-Class 200 CDI Elegance,Bangalore,2013,51000,Diesel,Manual,First,15.8,2148,170,5,18.5,1850000
Maruti Swift VXI BSIII,Chennai,2008,86700,Petrol,Manual,Second,16.1,1298,88.2,5,2.4,240000
Maruti Baleno Alpha 1.3,Kolkata,2016,29000,Diesel,Manual,First,27.39,1248,74,5,6.5,650000
Hyundai Santro Xing GL Plus LPG,Hyderabad,2014,56000,LPG,Manual,First,13.45,1086,62.1,5,3.2,320000
Maruti Celerio VXI AT,Mumbai,2015,33000,Petrol,Automatic,First,23.1,998,67.04,5,3.99,399000
